Date,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
2009-07-29,,2.731895685195923,,3.330151631131479,,2.5980202385280347,,2.803017251885769,,5842425226
2009-07-30,,2.9034230709075928,,2.9285252907882735,,2.7695479163085195,,2.8448526209490144,,2307213476
2009-07-31,,2.865771532058716,,2.895056621426835,,2.7946499623682004,,2.844853012611544,,1474908115
2009-08-03,,2.7904655933380127,,2.8532197402914603,,2.7444459786674535,,2.840669190186678,,1172045630
2009-08-04,,2.7067935466766357,,2.7737313979116207,,2.6691407784371526,,2.7737313979116207,,1039995313
2009-08-05,,2.7067935466766357,,2.7737313979116207,,2.6691407784371526,,2.7737313979116207,,1039995353
2009-08-06,,2.6942427158355713,,2.7402623266705683,,2.6356722766559493,,2.7151606699813184,,666868671
2009-08-07,,2.6649580001831055,,2.7193447442537835,,2.652406890836885,,2.698426228676749,,609754192
2009-08-10,,2.6775083541870117,,2.7067937183255317,,2.648223269334423,,2.6775083541870117,,446339654
2009-08-11,,2.7569966316223145,,2.7820988499119492,,2.6565905513229526,,2.6858756348031068,,858278948
2009-08-12,,2.5938363075256348,,2.740262557449322,,2.5645509458265345,,2.7193446015419114,,756955162
2009-08-13,,2.5603673458099365,,2.61057038614777,,2.53526568599806,,2.6063872416556553,,468124045
2009-08-14,,2.4181249141693115,,2.577102287130259,,2.413941210895834,,2.564551177309827,,612205671
2009-08-17,,2.3679215908050537,,2.4432262858052622,,2.347003076915746,,2.3679215908050537,,556217282
2009-08-18,,2.3888397216796875,,2.405573977405592,,2.321901860918211,,2.3762886109563297,,389933227
2009-08-19,,2.3888397216796875,,2.405573977405592,,2.321901860918211,,2.3762886109563297,,389933241
2009-08-20,,2.2800657749176025,,2.300983590476991,,2.196393674822356,,2.2089442245150392,,439593912
2009-08-21,,2.2591476440429688,,2.2842498648264664,,2.2214955696544774,,2.242413528402168,,404828513
2009-08-24,,2.2214956283569336,,2.2675151108893106,,2.2047609537020314,,2.2591477037403713,,370929979
2009-08-25,,2.129455804824829,,2.2256788725316943,,2.0792526290803597,,2.221495169820778,,599994666
2009-08-26,,2.183842658996582,,2.2340458373929843,,2.095986992070662,,2.1294559173112186,,453690749
2009-08-27,,2.1671087741851807,,2.192210296210943,,2.1336398454125476,,2.15874136743831,,298954555
2009-08-28,,2.1169049739837646,,2.1671087148761723,,2.1043544227788193,,2.154557605099363,,236663896
2009-08-31,,2.0918028354644775,,2.150373267378889,,2.0750685859379887,,2.0918028354644775,,404076332
2009-09-01,,2.1503734588623047,,2.1838423798243505,,2.0918030217323964,,2.1043539892807335,,416369986
2009-09-02,,2.1461896896362305,,2.1545570941698657,,2.1127207697163546,,2.116904471983172,,235988713
2009-09-03,,2.242413282394409,,2.2465969853993455,,2.146190068282285,,2.146190068282285,,613301204
2009-09-04,,2.2173118591308594,,2.2549644919713594,,2.2005771849714484,,2.221495562581455,,356954122
2009-09-07,,2.2173118591308594,,2.2507807885207636,,2.196394040092742,,2.2424135212625447,,297317594
2009-09-08,,2.213127374649048,,2.213127374649048,,2.175474755096473,,2.2047601103437064,,321241223
2009-09-09,,2.1922104358673096,,2.2089446918552396,,2.1503740976825916,,2.200577284575317,,330966063
2009-09-10,,2.1963937282562256,,2.2507804689626028,,2.171291650759531,,2.179658916829794,,398713376
2009-09-11,,2.2214956283569336,,2.238229884082906,,2.17965929082712,,2.1922104015505286,,316884780
2009-09-14,,2.2842495441436768,,2.2884325488054826,,2.2214952577816796,,2.2298621049630105,,462919889
2009-09-15,,2.2507803440093994,,2.2842494064324006,,2.238229375779302,,2.280065703808053,,345832842
2009-09-16,,2.20894455909729,,2.2507807551246666,,2.1963940075036117,,2.246597191379117,,275791506
2009-09-17,,2.2256789207458496,,2.2424131733802337,,2.204760546381067,,2.2173115151427565,,382490071
2009-09-18,,2.1629247665405273,,2.238229461667235,,2.1503736581858592,,2.2298620560974562,,374550701
2009-09-21,,2.1420066356658936,,2.150374042731995,,2.108538264188262,,2.137823630347718,,272995240
2009-09-22,,2.1169049739837646,,2.1587413083583,,2.1085381260377556,,2.142006495322554,,234837439
2009-09-23,,2.0918028354644775,,2.1252717534462304,,2.0834354314153836,,2.1127206473725892,,244725255
2009-09-24,,2.037416696548462,,2.087619882059545,,2.0206825806640505,,2.0834361785347237,,273681170
2009-09-25,,2.037416696548462,,2.062518359125491,,2.0206825806640505,,2.037416696548462,,174727270
2009-09-28,,1.9788463115692139,,2.0499678775032013,,1.970478904232298,,2.0457841738347433,,186349030
2009-09-29,,1.9495608806610107,,1.978846105069296,,1.9202755166097603,,1.974662401837423,,189888983
2009-09-30,,1.9411933422088623,,1.9788459705207622,,1.9328264948858673,,1.9579280143555413,,127703024
2009-10-09,,2.0164988040924072,,2.0206825074656756,,1.9579282136533767,,1.962111917026645,,196263671
2009-10-12,,1.983029842376709,,2.0123150672882195,,1.9746624357691813,,2.0123150672882195,,123191335
2009-10-13,,1.9955801963806152,,1.995580196380615,,1.9746623786813702,,1.983029785046995,,100814085
2009-10-14,,2.1963937282562256,,2.1963937282562256,,1.9955800407846709,,1.9997637436412787,,1158172943
2009-10-15,,2.1461896896362305,,2.1963934186233764,,2.1210881742499894,,2.1629244987035006,,554419867
2009-10-16,,2.1503734588623047,,2.171291412276013,,2.1127208355031675,,2.1461897564652133,,252384067
2009-10-19,,2.1922104358673096,,2.213128255852222,,2.137823684977602,,2.1503740976825916,,485188979
2009-10-20,,2.1922104358673096,,2.2089446918552396,,2.171292057310483,,2.1922104358673096,,357669685
2009-10-21,,2.1963937282562256,,2.2340457971791237,,2.179658916829794,,2.1963937282562256,,384740665
2009-10-22,,2.158740997314453,,2.196393623004844,,2.13782318224856,,2.1838425150364706,,239794975
2009-10-23,,2.183842658996582,,2.2173115842371387,,2.162924842551775,,2.162924842551775,,335067143
2009-10-26,,2.2005765438079834,,2.2131275108599286,,2.162924480509737,,2.1838422934532074,,236035997
2009-10-27,,2.1922104358673096,,2.234046215480113,,2.158741504962514,,2.1838430285873875,,394663549
2009-10-28,,2.158740997314453,,2.1880262176925953,,2.1336394795924356,,2.1754751097242218,,259762889
2009-10-29,,2.0039479732513428,,2.070885840122687,,1.9662953358593431,,2.0457843145996693,,673386662
2009-10-30,,1.9955801963806152,,2.024865560088448,,1.983029785046995,,2.0123150091118647,,720338491
2009-11-02,,2.0039479732513428,,2.00813167720767,,1.9160922848133077,,1.9579284865186453,,785894558
2009-11-03,,2.008131265640259,,2.0164986718380096,,1.983029745261809,,2.0039475625413834,,727756804
2009-11-04,,2.0039479732513428,,2.0123153811639973,,1.9830301516846522,,2.00813167720767,,550180244
2009-11-05,,2.0457839965820312,,2.0708855182030113,,2.003947661737173,,2.008131365043143,,785647056
2009-11-06,,2.041600227355957,,2.0625181846385265,,2.029049117843304,,2.058334481467642,,581778523
2009-11-09,,2.033233165740967,,2.0499679812618266,,2.012315344554825,,2.041600573501397,,438762324
2009-11-10,,2.0457839965820312,,2.05833454792807,,2.029049183358153,,2.0457839965820312,,549185499
2009-11-11,,2.0290491580963135,,2.049967674365724,,2.012315043295614,,2.0457839711118417,,344991133
2009-11-12,,2.0206825733184814,,2.041600392651674,,2.012315166299256,,2.029049282122836,,453611488
2009-11-13,,2.012314796447754,,2.0248653460979784,,1.9746621699964393,,2.0248653460979784,,581274472
2009-11-16,,2.0583345890045166,,2.0583345890045166,,2.012315108507187,,2.0206825152861074,,902083763
2009-11-17,,2.041600227355957,,2.070885451337332,,2.0374165241850726,,2.0625181846385265,,498310674
2009-11-18,,2.0541508197784424,,2.0667017899015874,,2.0374165653288245,,2.045783971839565,,563232777
2009-11-19,,2.09598708152771,,2.1085380512161813,,2.0499676040991055,,2.0625181548586946,,856210784
2009-11-20,,2.0834362506866455,,2.09598736169577,,2.07088569824944,,2.0876199543563536,,563999996
2009-11-23,,2.0918028354644775,,2.104353801895194,,2.0750685859379887,,2.0959865374890247,,469694544
2009-11-24,,2.075068950653076,,2.1503736453295645,,2.0708852478931994,,2.1001706086405383,,1142978412
2009-11-25,,2.0918028354644775,,2.0959865374890247,,2.0415996679562363,,2.0708848839134415,,755366764
2009-11-26,,2.0583345890045166,,2.142006562149166,,2.0499677407974772,,2.0959872212948065,,1021747769
2009-11-27,,2.0039479732513428,,2.041600610643342,,1.9913975595973068,,2.0332332027306874,,683731815
2009-11-30,,2.0457839965820312,,2.0457839965820312,,1.9955802551252342,,2.0206824749610517,,557675050
2009-12-01,,2.0457839965820312,,2.049967699888001,,2.016498771655082,,2.041600293276062,,475222624
2009-12-02,,2.066701650619507,,2.0834359039413464,,2.029049022073542,,2.054150681342214,,658521747
2009-12-03,,2.041600227355957,,2.0667017481664476,,2.0206824097163505,,2.054150778296758,,558688342
2009-12-04,,2.0918028354644775,,2.100170239513572,,2.0081307499744834,,2.0415996679562363,,1109278815
2009-12-07,,2.0918028354644775,,2.100170239513572,,2.0750685859379887,,2.0834354314153836,,646287597
2009-12-08,,2.09598708152771,,2.1420064193133532,,2.0792528276576436,,2.09598708152771,,949067597
2009-12-09,,2.0457839965820312,,2.08343606954905,,2.041600293276062,,2.0708855182030113,,499107644
2009-12-10,,2.0583345890045166,,2.0667018561404666,,2.0416003340185567,,2.0583345890045166,,297472039
2009-12-11,,2.0457839965820312,,2.0667018148970415,,2.041600293276062,,2.0625182512340396,,247268144
2009-12-14,,2.079252243041992,,2.0959864922069515,,2.0123144085246243,,2.0499670277174697,,521779872
2009-12-15,,2.0499677658081055,,2.0708855847957626,,2.0416003589270986,,2.0708855847957626,,319750841
2009-12-16,,2.033233165740967,,2.054151126570095,,2.024865897623523,,2.041600573501397,,254230846
