Date,Close,High,Low,Open,Volume
2008-06-05,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-06,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-10,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-11,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-12,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-13,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-16,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-17,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-18,1.7096211910247803,1.7096211910247803,1.7096211910247803,1.7096211910247803,0
2008-06-19,2.137026071548462,2.356416826418043,2.096398536788266,2.2751615415680138,120631711
2008-06-20,1.9761407375335693,2.221533236653444,1.924136897916574,2.011893000443319,58479838
2008-06-23,1.7778767347335815,1.9176359266495344,1.7778767347335815,1.9013854261923058,32298450
2008-06-24,1.8802586793899536,1.9176358188571074,1.8055033238072953,1.8087537251775876,20195121
2008-06-25,1.979390025138855,2.0297689805858816,1.8331299446987526,1.8526317050614218,28491285
2008-06-26,2.047645330429077,2.107774846381358,1.9371377175681297,1.9550139553935673,27727623
2008-06-27,1.8916339874267578,1.9826407080840975,1.854256846229609,1.9501388461735336,19118116
2008-06-30,2.0801470279693604,2.0801470279693604,1.8802582621962622,1.8802582621962622,41250149
2008-07-01,2.0443952083587646,2.124025635305071,2.0021427857808844,2.023268566410443,29094196
2008-07-02,2.0557708740234375,2.119150141016245,2.0151433375374657,2.0395195149016137,16043240
2008-07-03,2.1224007606506348,2.202031394967408,1.9842663471834343,2.015143545101959,25420549
2008-07-04,2.0980234146118164,2.1516529890814744,2.0492701956233708,2.127275948927932,15013947
2008-07-07,2.1792795658111572,2.221532839442318,2.1126499004611845,2.1224004571487094,19904569
2008-07-08,2.159778594970703,2.1906557905115487,2.0833977219035344,2.169529152301716,20504190
2008-07-09,2.177654981613159,2.1939054809547947,2.11265018496094,2.1597787432824243,22143014
2008-07-10,2.1906561851501465,2.2702868276801795,2.1207761017076536,2.140277219882733,21376745
2008-07-11,2.1565284729003906,2.2199075344119876,2.125651273364299,2.185779933348665,12461043
2008-07-14,2.146778106689453,2.17277916794056,2.096399139464348,2.128901004352481,10573338
2008-07-15,2.1110246181488037,2.237783820461969,2.0963989952847193,2.1614037972387856,16531195
2008-07-16,1.982640266418457,2.093148079604707,1.9013849837539536,2.063896625731121,16650770
2008-07-17,1.9533888101577759,2.034644092722983,1.9355117134628281,1.9842660027160381,11074930
2008-07-18,2.0070178508758545,2.015143531217745,1.8916338790759448,1.9680149728281817,7861967
2008-07-21,2.0801470279693604,2.0801470279693604,1.9501383232129255,1.9501383232129255,11106847
2008-07-22,2.063896894454956,2.1077748346320506,2.047645319014948,2.063896894454956,6336077
2008-07-23,2.0833981037139893,2.1451525061129977,2.076898161628085,2.124025648701734,9960040
2008-07-24,2.161402940750122,2.1922801286941183,2.0817723321571218,2.1093991197941713,11464633
2008-07-25,2.267035722732544,2.351541403262212,2.13052599988634,2.145151833980581,27167827
2008-07-28,2.267035722732544,2.267035722732544,2.267035722732544,2.267035722732544,0
2008-07-29,2.236158847808838,2.3109139828597045,2.2117815928818763,2.2345339702312703,19350442
2008-07-30,2.3092899322509766,2.3255404349680067,2.231284160065723,2.2589107468056953,16929651
2008-07-31,2.2020316123962402,2.332041219621404,2.1760296909512076,2.3044135590131964,13500434
2008-08-01,2.423046350479126,2.423046350479126,2.1776547496477576,2.197155863571649,39982138
2008-08-04,2.400294780731201,2.4636746858278613,2.3596670339700765,2.405170058663427,28454777
2008-08-05,2.3157896995544434,2.4197973879243646,2.2572859131706022,2.403546025119293,19190936
2008-08-06,2.2767868041992188,2.354792570058106,2.2426592008873203,2.3466668886991697,16391307
2008-08-07,2.4360480308532715,2.494552897282521,2.2589107068833916,2.273536546663714,24105383
2008-08-08,2.1922810077667236,2.437673517228824,2.1922810077667236,2.421422155166331,23161159
2008-08-11,2.0070178508758545,2.1711541820897664,1.9728900365058477,2.1142750656855354,15674295
2008-08-12,2.0265190601348877,2.0313943398845353,1.9371380700725462,1.9826408963989577,9375730
2008-08-13,2.041144609451294,2.0476454121868244,1.909510998260083,1.9956415742586193,8763638
2008-08-14,2.0443952083587646,2.0768981485286644,1.9793904046674184,2.0151437465191537,7316665
2008-08-15,1.9923908710479736,2.060646059485483,1.9501384589538828,2.013517507754294,7114761
2008-08-18,1.8396310806274414,2.024894069420953,1.792502517687273,2.024894069420953,12012408
2008-08-19,1.8493813276290894,1.8607565471664487,1.7778764870248487,1.8055031737387153,5920754
2008-08-20,1.9956423044204712,2.0151442891030724,1.7957535289811444,1.836381192316614,12711036
2008-08-21,1.8965098857879639,1.9810157926097625,1.821754536293881,1.9468879806441475,11067522
2008-08-22,1.831505537033081,1.8607570007684187,1.758375047392247,1.8607570007684187,7879751
2008-08-25,1.8168787956237793,1.8510066150899829,1.768125459946095,1.8266302164132657,3997665
2008-08-26,1.696620225906372,1.7860013034786162,1.665743138126669,1.7860013034786162,7269182
2008-08-27,1.6511174440383911,1.7356231370457844,1.5926125917154954,1.6868698112088927,6065744
2008-08-28,1.6559927463531494,1.6722433538173527,1.6283651955898053,1.6381166151837276,2939839
2008-08-29,1.701495885848999,1.7274978084700632,1.6494920406068705,1.673869192974881,4795516
2008-09-01,1.6251156330108643,1.6852442902061668,1.6088641644527335,1.683619412512442,3951382
2008-09-02,1.6348658800125122,1.639741158475926,1.5779867699541104,1.6316153713757708,3331082
2008-09-03,1.6186147928237915,1.6462424539063134,1.5974881505383642,1.6364910333755187,2272439
2008-09-04,1.6511174440383911,1.665743172627388,1.6104888291331603,1.654366983883605,2330120
2008-09-05,1.5568604469299316,1.6202404793926,1.5081070064641766,1.592612819207371,4635288
2008-09-08,1.40084969997406,1.5406088869403003,1.40084969997406,1.5357337154428226,5928118
2008-09-09,1.4106003046035767,1.425226034905794,1.3878487857695823,1.4138507061481602,2632559
2008-09-10,1.418725848197937,1.4544782160970644,1.3667220124725503,1.3910981913960505,4512645
2008-09-11,1.4024746417999268,1.4236013924149498,1.384598508350578,1.400849871541342,2061471
2008-09-12,1.4057248830795288,1.4301010618957413,1.3813477352798467,1.428476291947173,1913219
2008-09-16,1.4073498249053955,1.4219755555143052,1.366722173372664,1.395974495909228,3786663
2008-09-17,1.4057248830795288,1.4138505631244793,1.3504705387024218,1.4073496530280971,4510511
2008-09-18,1.4301010370254517,1.4301010370254517,1.332594277824532,1.381347711257406,6668099
2008-09-19,1.5731120109558105,1.5731120109558105,1.511357606268279,1.5584861717369005,37612526
2008-09-22,1.612114667892456,1.7128718346357346,1.5357336810857396,1.6169898392808675,38030228
