Date,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
2003-12-16,0.4414796233177185,,0.4598468579315646,,0.4399307464052776,,0.4425862244687914,,284559224.0,
2003-12-17,0.40828603506088257,,0.4293088007539534,,0.4071794338616012,,0.42886649892338374,,137372846.0,
2003-12-18,0.3998764157295227,,0.40828603785295503,,0.3983275126890795,,0.3989918381122683,,52066749.0,
2003-12-19,0.3830580413341522,,0.40186846490618056,,0.3742070028391215,,0.39832752329948246,,83264937.0,
2003-12-22,0.385935515165329,,0.3890332950537907,,0.3717726354650453,,0.3764192922727713,,47930355.0,
2003-12-23,0.38084569573402405,,0.3870421151398234,,0.37686245258343165,,0.383058012341443,,27311034.0,
2003-12-24,0.37708356976509094,,0.3846077272716296,,0.37310032710832447,,0.37885358434117145,,29918415.0,
2003-12-25,0.38438573479652405,,0.38704209844678295,,0.37575583522459527,,0.38460775836565236,,24599376.0,
2003-12-26,0.39080336689949036,,0.4065151508150822,,0.382836905992096,,0.3850501084795222,,51861985.0,
2003-12-29,0.3865989148616791,,0.3972208781634172,,0.3843857127787671,,0.3916887586537694,,21587169.0,
2003-12-30,0.3821733891963959,,0.3872632068427044,,0.37863244827993225,,0.3861566318720178,,17517450.0,
2003-12-31,0.39080336689949036,,0.40253190733641747,,0.38106686500085746,,0.38128800290005427,,38460507.0,
2004-01-01,0.39080336689949036,,0.40253190733641747,,0.38106686500085746,,0.38128800290005427,,0.0,
2004-01-02,0.39080336689949036,,0.4005407284459821,,0.3872632849170132,,0.3872632849170132,,19890205.0,
2004-01-05,0.40031957626342773,,0.4058516965868137,,0.38969763744920327,,0.3908033529556706,,30032962.0,
2004-01-06,0.40496623516082764,,0.4067371617949253,,0.3919099559860016,,0.4023107569573819,,36530774.0,
2004-01-07,0.4020896255970001,,0.410056086386687,,0.3972209448956908,,0.40319622682436274,,38179984.0,
2004-01-08,0.42687439918518066,,0.4337342575886623,,0.4020895576716145,,0.40231069553018683,,78938434.0,
2004-01-09,0.41027721762657166,,0.43262858226164447,,0.4096137778996119,,0.4270956022645292,,48690596.0,
2004-01-12,0.4169158935546875,,0.4171379171204958,,0.4027538743680035,,0.4111626359427447,,22793474.0,
