Date,Close,High,Low,Open,Volume
2000-12-19,0.5036879777908325,0.5699060677274644,0.5020597786488127,0.5427676780954449,2767939252
2000-12-20,0.49120432138442993,0.5012459034511612,0.48604825277824953,0.5012459034511612,514219853
2000-12-21,0.4909328520298004,0.5015168617009507,0.48849081119469573,0.4933754083171323,201160715
2000-12-22,0.479263573884964,0.4931039534690659,0.47763537478914725,0.49120434013021996,230610560
2000-12-25,0.4667797386646271,0.47817807285714553,0.46162370052171764,0.4776351873117046,179034615
2000-12-26,0.47003668546676636,0.4749212817899913,0.4662369154506734,0.4667798297382672,115761827
2000-12-27,0.4643373191356659,0.4716649302408918,0.4627091202024654,0.47085060168442794,115606075
2000-12-28,0.46352341771125793,0.46650837234115744,0.46189473217180904,0.464065816529767,122532347
2000-12-29,0.4673227369785309,0.47166490603066985,0.46270909645193875,0.4640658524633433,70551264
2001-01-01,0.4673227369785309,0.47166490603066985,0.46270909645193875,0.4640658524633433,0
2001-01-02,0.4719364643096924,0.476278663060212,0.46406596597893457,0.46813669318859613,96305760
2001-01-03,0.4694938361644745,0.47410747683512683,0.4673227515706132,0.47356456250549966,76519492
2001-01-04,0.4656946063041687,0.47193641795792424,0.4640659204001762,0.4705792035681269,92148658
2001-01-05,0.4591812491416931,0.46542308842584634,0.4553819658220356,0.46488020275741043,164968960
2001-01-08,0.45022544264793396,0.4583669236453132,0.44805435813964783,0.4580954808093149,114228411
2001-01-09,0.46216630935668945,0.46352355247353244,0.44805445738076594,0.44995409947381204,94472735
2001-01-10,0.46216630935668945,0.4656946374626996,0.45592446864907143,0.4629806380450527,69062903
2001-01-11,0.4716649055480957,0.4803492722797199,0.46135233996851116,0.4621662103026397,231097398
2001-01-12,0.47573572397232056,0.47763536591209665,0.4667799132058806,0.47193641145653314,108222264
2001-01-15,0.45456767082214355,0.47627857463522005,0.45049691573201234,0.47573568892677215,132387932
2001-01-16,0.46189484000205994,0.46379496880230087,0.4521251585641029,0.45456771494571296,85413988
2001-01-17,0.4665084779262543,0.47437848868769966,0.461352409135192,0.4627091653486154,60773661
2001-01-18,0.4724787473678589,0.4762785173262838,0.4637948679762465,0.4667798226540795,86458831
2001-01-19,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,109469613
2001-01-22,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-23,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-24,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-25,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-26,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-29,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-30,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-01-31,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-02-01,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-02-02,0.4762786328792572,0.4776353891365638,0.46677993590251393,0.47356463354862055,0
2001-02-05,0.46135231852531433,0.4789920358269269,0.46080943287465925,0.47844912154004166,55254387
2001-02-06,0.46189484000205994,0.46216628288263206,0.4507684023410174,0.46135241242069086,51376695
2001-02-07,0.4572817385196686,0.4627092222202265,0.4559244953234186,0.4618948934842201,22902952
2001-02-08,0.4491402208805084,0.4583670169197686,0.44832589220680347,0.45728170353462194,54722724
2001-02-09,0.4572817385196686,0.46108102292804193,0.44832592650667186,0.4496826828868543,39146189
2001-02-12,0.46216630935668945,0.46623703643890274,0.4526680702552214,0.4572817117659144,45288616
2001-02-13,0.45890986919403076,0.46406590921163726,0.4572816701453003,0.4627091530343218,20304511
2001-02-14,0.45755302906036377,0.4613523122035248,0.45592434349448585,0.4589097849887282,21216757
2001-02-15,0.45321089029312134,0.4586383725457527,0.4518536474589524,0.45592437369335237,22134296
2001-02-16,0.4483257532119751,0.4532108360163288,0.4437121132147007,0.4529393932092495,60111455
2001-02-19,0.45456767082214355,0.4559243982772995,0.44778294536950336,0.44778294536950336,17276679
2001-02-20,0.4510398209095001,0.46026661608896724,0.44995404944573714,0.4586384170730733,30771317
